25.7848,7.77635,0,0,0.100145
25.786,7.7601,0,0,0.200248
25.7848,7.75588,0,0,0.300319
25.7833,7.74825,0,0,0.400388
25.5223,7.67194,0,0,0.500458
25.7799,7.7465,0,0,0.600526
25.7822,7.74498,0,0,0.700594
25.7842,7.74803,0,0,0.800662
25.7846,7.7481,0,0,0.900729
25.7859,7.74764,0,0,1.0008
25.5245,7.66843,0,0,1.10087
25.7877,7.74772,0,0,1.20093
25.791,7.75054,0,0,1.301
25.7885,7.74749,0,0,1.40107
25.7846,7.74902,0,0,1.50114
25.7871,7.74864,0,0,1.6012
25.5258,7.67171,0,0,1.70127
25.7866,7.75062,0,0,1.80134
25.7806,7.74765,0,0,1.90141
25.7897,7.75321,0,0,2.00147
25.7865,7.74818,0,0,2.10154
25.787,7.75107,0,0,2.20161
25.7838,7.75314,0,0,2.30168
25.5286,7.67499,0,0,2.40175
25.7996,7.75783,0,0,2.50178
25.7948,7.75436,0,0,2.60185
25.787,7.75222,0,0,2.70192
25.7963,7.75741,0,0,2.80198
25.5324,7.67666,0,0,2.90205
25.7938,7.75352,0,0,3.00212
25.7926,7.75397,0,0,3.10218
25.8032,7.75558,0,0,3.20225
25.7878,7.75458,0,0,3.30232
25.7835,7.75115,0,0,3.40239
25.7882,7.75176,0,0,3.50245
25.5391,7.67796,0,0,3.60252
25.7977,7.75657,0,0,3.70259
25.7863,7.75176,0,0,3.80266
25.7968,7.75336,0,0,3.90272
25.7944,7.74955,0,0,4.00279
25.7938,7.7526,0,0,4.10286
25.5377,7.67659,0,0,4.20292
25.7907,7.75283,0,0,4.30299
25.7956,7.75436,0,0,4.40306
25.7863,7.74825,0,0,4.50313
25.8019,7.7552,0,0,4.60319
25.7826,7.74711,0,0,4.70326
25.536,7.67491,0,0,4.80333
25.7858,7.74948,0,0,4.9034
25.7954,7.75344,0,0,5.00346
25.8237,7.75935,0,0,5.10937
25.7846,7.74726,0,0,5.20944
25.5354,7.67171,0,0,5.30951
25.7943,7.75329,0,0,5.40958
18.8588,0.855721,0,0,5.50968
